# Tetrahedron method
       -4.5207541964        0.0000000000
       -4.2497031583        0.0000000000
       -3.9786521201        0.0000000000
       -3.7076010819        0.0000000000
       -3.4365500437        0.0000000000
       -3.1654990056        0.0000000000
       -2.8944479674        0.0000000000
       -2.6233969292        0.0000000000
       -2.3523458911        0.0000000000
       -2.0812948529        0.0000000000
       -1.8102438147        0.0000000000
       -1.5391927765        0.0000000000
       -1.2681417384        0.0000000000
       -0.9970907002        0.0000000000
       -0.7260396620        0.0000000000
       -0.4549886238        0.0000000000
       -0.1839375857        0.0000000000
        0.0871134525        0.0011497160
        0.3581644907        0.0046236639
        0.6292155288        0.0080976118
        0.9002665670        0.0141270199
        1.1713176052        0.0171404592
        1.4423686434        0.0200422233
        1.7134196815        0.0232058271
        1.9844707197        0.0263700022
        2.2555217579        0.0327909531
        2.5265727961        0.0351587459
        2.7976238342        0.0375004602
        3.0686748724        0.0400386196
        3.3397259106        0.0438955656
        3.6107769487        0.0464376718
        3.8818279869        0.0516672454
        4.1528790251        0.0537646776
        4.4239300633        0.0559674193
        4.6949811014        0.0582192324
        4.9660321396        0.0608306780
        5.2370831778        0.0660921805
        5.5081342160        0.0678326526
        5.7791852541        0.0698181384
        6.0502362923        0.0723663562
        6.3212873305        0.0747812319
        6.5923383686        0.0768103559
        6.8633894068        0.0815119893
        7.1344404450        0.0834945153
        7.4054914832        0.0855241875
        7.6765425213        0.0878540575
        7.9475935595        0.0900901825
        8.2186445977        0.0926191573
        8.4896956359        0.0977950508
        8.7607466740        0.0999682090
        9.0317977122        0.1022913503
        9.3028487504        0.1051649581
        9.5738997886        0.1078489235
        9.8449508267        0.1103971405
       10.1160018649        0.1152841609
       10.3870529031        0.1181450749
       10.6581039412        0.1210889656
       10.9291549794        0.1249300065
       11.2002060176        0.1290459188
       11.4712570558        0.1332447129
       11.7423080939        0.1396774465
       12.0133591321        0.1445764928
       12.2844101703        0.1502541283
       12.5554612085        0.1575496313
       12.8265122466        0.1678319220
       13.0975632848        0.1795498808
       13.3686143230        0.1986136382
       13.6396653611        0.2369907702
       13.9107163993        0.5428058248
       14.1817674375        0.1287301496
       14.4528184757        0.1193057626
       14.7238695138        0.0878668730
       14.9949205520        0.0769299701
       15.2659715902        0.0568629359
       15.5370226284        0.0587513701
       15.8080736665        0.0603714439
       16.0791247047        0.0621830294
       16.3501757429        0.0658150115
       16.6212267810        0.0679381316
       16.8922778192        0.0701352902
       17.1633288574        0.0723324487
       17.4343798956        0.1023454820
       17.7054309337        0.1208321591
       17.9764819719        0.1555417200
       18.2475330101        0.1797922220
       18.5185840483        0.2337810102
