# Tetrahedron method
       -5.7147780123        0.0000000000
       -5.4258003645        0.0000000000
       -5.1368227167        0.0000000000
       -4.8478450688        0.0000000000
       -4.5588674210        0.0000000000
       -4.2698897731        0.0000000000
       -3.9809121253        0.0000000000
       -3.6919344774        0.0000000000
       -3.4029568296        0.0000000000
       -3.1139791817        0.0000000000
       -2.8250015339        0.0000000000
       -2.5360238860        0.0000000000
       -2.2470462382        0.0000000000
       -1.9580685904        0.0000000000
       -1.6690909425        0.0000000000
       -1.3801132947        0.0000000000
       -1.0911356468        0.0000000000
       -0.8021579990        0.1497157325
       -0.5131803511        0.0567162563
       -0.2242027033        0.0345327404
        0.0647749446        0.0210619838
        0.3537525924        0.0215746526
        0.6427302403        0.0226909752
        0.9317078881        0.0269908525
        1.2206855359        0.0308036440
        1.5096631838        0.0392565715
        1.7986408316        0.0423759183
        2.0876184795        0.0453652673
        2.3765961273        0.0473635595
        2.6655737752        0.0490382348
        2.9545514230        0.0505598822
        3.2435290709        0.0520103749
        3.5325067187        0.0542026505
        3.8214843666        0.0560250379
        4.1104620144        0.0576569628
        4.3994396623        0.0590981230
        4.6884173101        0.0604789952
        4.9773949579        0.0618184104
        5.2663726058        0.0631374982
        5.5553502536        0.0652827069
        5.8443279015        0.0669786049
        6.1333055493        0.0686510473
        6.4222831972        0.0702329195
        6.7112608450        0.0723644671
        7.0002384929        0.0740888104
        7.2892161407        0.0760009100
        7.5781937886        0.0779590131
        7.8671714364        0.0801368115
        8.1561490842        0.0819473595
        8.4451267321        0.0836812541
        8.7341043799        0.0861780499
        9.0230820278        0.0892931889
        9.3120596756        0.0916619975
        9.6010373235        0.0938987550
        9.8900149713        0.0970425565
       10.1789926192        0.0999020846
       10.4679702670        0.1029669896
       10.7569479149        0.1059232882
       11.0459255627        0.1104427430
       11.3349032105        0.1143996691
       11.6238808584        0.1186035490
       11.9128585062        0.1243960196
       12.2018361541        0.1316293190
       12.4908138019        0.1397532184
       12.7797914498        0.1490231617
       13.0687690976        0.1693285364
       13.3577467455        0.2113955491
       13.6467243933        0.1602460185
       13.9357020412        0.1222236951
       14.2246796890        0.0980952598
       14.5136573368        0.0876718534
       14.8026349847        0.0809912704
       15.0916126325        0.0747205052
       15.3805902804        0.0572985600
       15.6695679282        0.0590337878
       15.9585455761        0.0613940698
       16.2475232239        0.0644733217
       16.5365008718        0.0854758811
