# Tetrahedron method
       -0.9309775729        0.0000000000
       -0.8751907444        0.0000000000
       -0.8194039158        0.0000000000
       -0.7636170872        0.0000000000
       -0.7078302587        0.0000000000
       -0.6520434301        0.0000000000
       -0.5962566016        0.0000000000
       -0.5404697730        0.0000000000
       -0.4846829444        0.0000000000
       -0.4288961159        0.0000000000
       -0.3731092873        0.0000000000
       -0.3173224588        0.0000000000
       -0.2615356302        0.0000000000
       -0.2057488016        0.0000000000
       -0.1499619731        0.0000000000
       -0.0941751445        0.0000000000
       -0.0383883159        0.0000000000
        0.0173985126        0.0038179277
        0.0731853412        0.0156505915
        0.1289721697        0.0274832553
        0.1847589983        0.0393159191
        0.2405458269        0.0645462194
        0.2963326554        0.0754863743
        0.3521194840        0.0908466480
        0.4079063126        0.1038729254
        0.4636931411        0.1205564389
        0.5194799697        0.1332224967
        0.5752667982        0.1503426022
        0.6310536268        0.1606396871
        0.6868404554        0.1717041191
        0.7426272839        0.1856003685
        0.7984141125        0.2005587975
        0.8542009410        0.2143444591
        0.9099877696        0.2269558570
        0.9657745982        0.2396799710
        1.0215614267        0.2523433701
        1.0773482553        0.2648919341
        1.1331350839        0.2793351557
        1.1889219124        0.2939707617
        1.2447087410        0.3078513137
        1.3004955695        0.3216673921
        1.3562823981        0.3354874219
        1.4120692267        0.3481889643
        1.4678560552        0.3644490093
        1.5236428838        0.3810819055
        1.5794297124        0.3973986223
        1.6352165409        0.4109785029
        1.6910033695        0.4273294481
        1.7467901980        0.4438257659
        1.8025770266        0.4651492569
        1.8583638552        0.4827893595
        1.9141506837        0.5002011986
        1.9699375123        0.5170736976
        2.0257243408        0.5406152716
        2.0815111694        0.5625817499
        2.1372979980        0.5888170300
        2.1930848265        0.6110744419
        2.2488716551        0.6353201154
        2.3046584837        0.6629309279
        2.3604453122        0.6898983524
        2.4162321408        0.7251332957
        2.4720189693        0.7656263356
        2.5278057979        0.8059243207
        2.5835926265        0.8514186383
        2.6393794550        0.8993328081
        2.6951662836        0.9684416046
        2.7509531122        1.0288048033
        2.8067399407        1.1643723560
        2.8625267693        1.4119973660
